RunDate,RunNumber,PlanningDataID,PlanningDataVersion,BaselineID,ID,ShortName,LongName,ShortFileName,LongFileName,StartID,StartFullName,StartUTID,EndID,EndFullName,EndUTID,Type,Category,Slope,TotalLeadLag,StartLeadLag,EndLeadLag,Comments,Unschedulable,Driving,Complete,Critical,OnLoop,LongestPath
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1281,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1058,\Construction\Superstructure.Cols. G - 1.Cols. G - 1 - Z1,220,1078,\Construction\Superstructure.Stair Structure.Stair G-1,350,Finish-to-Start (FS),Normal,128.00,0.00,0.00,0.00,,0,0,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1282,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1087,\Construction\Envelope.Brickwork G - 1,390,1089,\Construction\Envelope.Brickwork 1 - 2,400,Finish-to-Start (FS),Normal,16.00,0.00,0.00,0.00,,0,0,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1283,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1087,\Construction\Envelope.Brickwork G - 1,390,1097,\Construction\Envelope.Windows.Windows G,450,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1284,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1089,\Construction\Envelope.Brickwork 1 - 2,400,1254,\Construction\Envelope.Windows.Windows 1st,460,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1285,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1089,\Construction\Envelope.Brickwork 1 - 2,400,1091,\Construction\Envelope.Brickwork 2 - R,410,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1286,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1091,\Construction\Envelope.Brickwork 2 - R,410,1093,\Construction\Envelope.Brickwork R.Brickwork R #1,420,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1287,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1091,\Construction\Envelope.Brickwork 2 - R,410,1255,\Construction\Envelope.Windows.Windows 2nd,470,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1288,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1093,\Construction\Envelope.Brickwork R.Brickwork R #1,420,1095,\Construction\Envelope.Roof Finishes,440,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1289,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1095,\Construction\Envelope.Roof Finishes,440,1241,\Construction\Envelope.Brickwork R.Brickwork R #2,430,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1290,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1095,\Construction\Envelope.Roof Finishes,440,1099,\Construction\Envelope.Rainwater Goods,480,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1291,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1095,\Construction\Envelope.Roof Finishes,440,1101,\Construction\Envelope.Roof Watertight,490,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1292,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1099,\Construction\Envelope.Rainwater Goods,480,1103,\Construction\Envelope.Strike Scaffold,500,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1293,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1255,\Construction\Envelope.Windows.Windows 2nd,470,1101,\Construction\Envelope.Roof Watertight,490,Finish-to-Start (FS),Normal,184.00,0.00,0.00,0.00,,0,0,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1294,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1112,\Construction\Internals.Brickwork Stairs.Brickwork Stairs G-1,550,1108,\Construction\Internals.Blockwork.Blockwork G,520,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1295,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1113,\Construction\Internals.Brickwork Stairs.Brickwork Stairs 1-2,560,1109,\Construction\Internals.Blockwork.Blockwork 1st,530,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1296,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1114,\Construction\Internals.Brickwork Stairs.Brickwork Stairs 2-3,570,1242,\Construction\Internals.Blockwork.Blockwork 2nd,540,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1297,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1121,\Construction\Services\1st Fixes.Electrical  1st Fix.E 1st Fix - G,610,1132,\Construction\Services\1st Fixes.Mechanical  1st Fix.M 1st Fix - G,650,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1298,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1121,\Construction\Services\1st Fixes.Electrical  1st Fix.E 1st Fix - G,610,1137,\Construction\Services\1st Fixes.Plumbing  1st Fix.P 1st Fix - G,690,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1299,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1122,\Construction\Services\1st Fixes.Electrical  1st Fix.E1st Fix - 1st,620,1133,\Construction\Services\1st Fixes.Mechanical  1st Fix.M 1st Fix - 1st,660,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1300,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1122,\Construction\Services\1st Fixes.Electrical  1st Fix.E1st Fix - 1st,620,1138,\Construction\Services\1st Fixes.Plumbing  1st Fix.P 1st Fix - 1st,700,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1301,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1123,\Construction\Services\1st Fixes.Electrical  1st Fix.E1st Fix - 2nd,630,1134,\Construction\Services\1st Fixes.Mechanical  1st Fix.M 1st Fix - 2nd,670,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1302,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1123,\Construction\Services\1st Fixes.Electrical  1st Fix.E1st Fix - 2nd,630,1139,\Construction\Services\1st Fixes.Plumbing  1st Fix.P 1st Fix - 2nd,710,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1303,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1124,\Construction\Services\1st Fixes.Electrical  1st Fix.E1st Fix - R,640,1135,\Construction\Services\1st Fixes.Mechanical  1st Fix.M 1st Fix - R,680,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1304,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1135,\Construction\Services\1st Fixes.Mechanical  1st Fix.M 1st Fix - R,680,1140,\Construction\Services\1st Fixes.Plumbing  1st Fix.P 1st Fix R,720,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1305,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1142,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - G,740,1152,\Construction\Services\2nd Fixes.Plumbing  2nd Fix.P 2nd Fix - G,820,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1306,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1142,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - G,740,1147,\Construction\Services\2nd Fixes.Mechanical  2nd Fix.M 2nd Fix - G,780,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1307,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1143,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - 1st,750,1153,\Construction\Services\2nd Fixes.Plumbing  2nd Fix.P 2nd Fix - 1st,830,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1308,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1143,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - 1st,750,1148,\Construction\Services\2nd Fixes.Mechanical  2nd Fix.M 2nd Fix - 1st,790,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1309,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1144,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - 2nd,760,1154,\Construction\Services\2nd Fixes.Plumbing  2nd Fix.P 2nd Fix - 2nd,840,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1310,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1144,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - 2nd,760,1149,\Construction\Services\2nd Fixes.Mechanical  2nd Fix.M 2nd Fix - 2nd,800,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1311,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1145,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - R,770,1150,\Construction\Services\2nd Fixes.Mechanical  2nd Fix.M 2nd Fix - R,810,Finish-to-Start (FS),Normal,24.00,0.00,0.00,0.00,,0,0,0,0,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1312,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1150,\Construction\Services\2nd Fixes.Mechanical  2nd Fix.M 2nd Fix - R,810,1155,\Construction\Services\2nd Fixes.Plumbing  2nd Fix.P 2nd Fix - R,850,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1313,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1155,\Construction\Services\2nd Fixes.Plumbing  2nd Fix.P 2nd Fix - R,850,1160,\Construction\Services.Commissioning,860,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1314,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1145,\Construction\Services\2nd Fixes.Electrical  2nd Fix.E 2nd Fix - R,770,1162,\Construction\Services.Power On,870,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1315,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1160,\Construction\Services.Commissioning,860,1212,\Construction.Completion,1210,Finish-to-Start (FS),Normal,0.00,0.00,0.00,0.00,,0,1,0,1,0,1
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1316,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1164,\Construction\Finishes.Carpenter  1st Fix.Carpenter  1st Fix - G,890,1168,\Construction\Finishes.Plastering.Plastering - G,920,Finish-to-Start (FS),Normal,136.00,0.00,0.00,0.00,,0,0,0,0,0,0
2023/08/04 15:53:18,1,{098DEE34-04A1-49C9-94B6-9E222502F578},6,-1,1318,2sob,2 Storey Office Block,2 Storey Office Block Example,C:\Users\sannez\OneDrive - Solid Support\1 Marketing\7 Business Intelligence\Templates\Free Template\2 Storey Office Block Example.pp,1165,\Construction\Finishes.Carpenter  1st Fix.Carpenter  1st Fix - 1st,900,1170,\Construction\Finishes.Plastering.Plastering - 1st,930,Finish-to-Start (FS),Normal,80.00,0.00,0.00,0.00,,0,0,0,0,0,0
